学校,URL,答卷总数,问题简称,问题,答卷编号,回答
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,早晚自习,有早自习、晚自习吗,A5,大一均有
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,早晚自习,有早自习、晚自习吗,A6,早无晚有，大一晚自习
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,早晚自习,有早自习、晚自习吗,A7,大一有，部分专业大二也有
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,早晚自习,有早自习、晚自习吗,A8,大一有但到下学期管的就不严了，大二如果六级成绩好可以免早晚自习
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,晨跑,有晨跑吗,A1,有，可用软件作弊
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,晨跑,有晨跑吗,A2,不强迫每天跑，之前有个一学期要跑一定次数长跑和晨跑的要求，这学期(2023春学期)暂时没了，以后可能还有
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,晨跑,有晨跑吗,A3,无
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,晨跑,有晨跑吗,A4,有，但是可以翘
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,晨跑,有晨跑吗,A5,有要求，需要打卡，记学分的
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,晨跑,有晨跑吗,A6,暂无（2023）
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,晨跑,有晨跑吗,A7,有
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,晨跑,有晨跑吗,A8,大一大二有晨跑和长跑次数要求，没满的体育不及格
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,晨跑,有晨跑吗,A9,有，而且现在基本不方便刷了，有付费脚本，我在路南校区还可以自行车或者电瓶车刷，但被抓到就好自为之。但好在总次数不算多
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,跑步打卡,每学期跑步打卡的要求是多少公里，可以骑车吗,A1,按次数，可以
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,跑步打卡,每学期跑步打卡的要求是多少公里，可以骑车吗,A2,好像女生40×1.5km，男生2km，理论上不能骑车，有速度限制
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,跑步打卡,每学期跑步打卡的要求是多少公里，可以骑车吗,A3,每学期不一样
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,跑步打卡,每学期跑步打卡的要求是多少公里，可以骑车吗,A4,2*35好像，不可以骑车
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,跑步打卡,每学期跑步打卡的要求是多少公里，可以骑车吗,A5,不了解 很宽松
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,跑步打卡,每学期跑步打卡的要求是多少公里，可以骑车吗,A6,不记得了要求多少公里了，不是很严格，骑车就过分了
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,跑步打卡,每学期跑步打卡的要求是多少公里，可以骑车吗,A7,一般可以骑车
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,跑步打卡,每学期跑步打卡的要求是多少公里，可以骑车吗,A8,女生1.5男生2，每学期大概30次，可以骑车但可能被抓
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,跑步打卡,每学期跑步打卡的要求是多少公里，可以骑车吗,A9,以前是40次，不可以，太快太慢都算作弊
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,跑步打卡,每学期跑步打卡的要求是多少公里，可以骑车吗,A10,女生1.5km男生2km，晨跑15次，长跑（晨跑+其他时间）秋学期春学期不一样，有60次有50次，具体看学校发的通知。理论上不能骑车，实际上别被抓到吧
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,跑步打卡,每学期跑步打卡的要求是多少公里，可以骑车吗,A11,两公里一次，一学期平均四十来次，但也会根据具体学期长度调整，基本不能骑，路南管的松一点。
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,跑步打卡,每学期跑步打卡的要求是多少公里，可以骑车吗,A12,每学期几十次，男2km，女1.5km每次，理论上不允许，有老师会抓
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,寒暑假,寒暑假放多久，每年小学期有多长,A1,寒假一个月暑假两个月，无小学期
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,寒暑假,寒暑假放多久，每年小学期有多长,A2,寒假一个月，暑假两个月不到
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,寒暑假,寒暑假放多久，每年小学期有多长,A3,25/
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,寒暑假,寒暑假放多久，每年小学期有多长,A4,寒1个月暑2个月 无小学期
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,寒暑假,寒暑假放多久，每年小学期有多长,A5,和全国差不多放假
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,寒暑假,寒暑假放多久，每年小学期有多长,A6,寒假1月，暑假2月
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,寒暑假,寒暑假放多久，每年小学期有多长,A7,不长不短
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,寒暑假,寒暑假放多久，每年小学期有多长,A8,省内高校里算假期短的
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,寒暑假,寒暑假放多久，每年小学期有多长,A9,今年7.6-8.26，无小学期
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,寒暑假,寒暑假放多久，每年小学期有多长,A10,基本和其他学校差不多，小学期十七八周的样子
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,寒暑假,寒暑假放多久，每年小学期有多长,A11,无小学期，寒1暑2
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A1,允许，步行2分钟
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A2,允许，不同校区不一样，比如扬子津可以送到宿舍楼下，瘦西湖要去离宿舍几百米的一个地方取
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A3,允许，楼下
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A4,允许，但只能挂在栏杆上
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A5,允许 就在宿舍楼下
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A6,可以点外卖，不同校区不一样
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A7,外卖不能进，需自己拿
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A8,（文汇路校区）允许，50-100米
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A9,可以，就楼下啊
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A10,可以，文汇路荷花池路北都比较近，瘦西湖路南不清楚，扬子津有送到宿舍楼下的服务
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A11,允许，基本都要到校门口拿，有的校区有校园送服务，但效率不高，评价不好
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A12,允许，文汇现在可以送到楼下
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A1,坐标文汇路，市中心无地铁
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A2,扬州没有地铁
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A3,扬子津校区交通不便，半小时乘车进城
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A4,在市区，没地铁，交通便利
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A5,没有地铁 在市区
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A6,无地铁，除扬子津校区外，其他校区离市区很近
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A7,市区，无地铁，扬子津校区进城要四五公里左右
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A8,除了扬子津校区其他都在市中心，没有地铁
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A9,便利，无，瘦西湖文汇路荷花池都在市中心
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A10,在市区（扬子津在郊区），无地铁，交通还行吧，一辆小电驴通行扬州（扬州很小），离扬子津两公里多一点有万达
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A11,除了扬子津校区比较偏，其他校区挨在一块，而且都靠近市中心
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A12,便利但扬州无地铁
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,洗衣机,宿舍楼有洗衣机吗,A1,有
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,洗衣机,宿舍楼有洗衣机吗,A2,有，在宿管阿姨办公室
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,洗衣机,宿舍楼有洗衣机吗,A3,宿管那里有，一桶3块钱
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,洗衣机,宿舍楼有洗衣机吗,A4,每栋楼楼下都有
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,洗衣机,宿舍楼有洗衣机吗,A5,有公用洗衣机
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,校园网,校园网怎么样,A1,可以
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,校园网,校园网怎么样,A2,一般，有些问题，基本还是用自己的流量，但是有些学校网站必须校园网
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,校园网,校园网怎么样,A3,不错
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,校园网,校园网怎么样,A4,一般
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,校园网,校园网怎么样,A5,千兆 人多会抽风 但可以接受
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,校园网,校园网怎么样,A6,校园网还行吧
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,校园网,校园网怎么样,A7,还行
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,校园网,校园网怎么样,A8,一般般
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,校园网,校园网怎么样,A9,SOSO
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,校园网,校园网怎么样,A10,还行吧，时不时抽风，但总体能用
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,校园网,校园网怎么样,A11,质量不错，但登录后一段时间无操作就会给你下线
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,校园网,校园网怎么样,A12,还可以
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,断电断网,每天断电断网吗，几点开始断,A1,否
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,断电断网,每天断电断网吗，几点开始断,A2,不会断网断电
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,断电断网,每天断电断网吗，几点开始断,A3,不断
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,断电断网,每天断电断网吗，几点开始断,A4,不断电不断网
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,断电断网,每天断电断网吗，几点开始断,A5,路南不断
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,食堂,食堂价格贵吗，会吃出异物吗,A1,小贵，吃到过头发
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,食堂,食堂价格贵吗，会吃出异物吗,A2,各个校区不太一样，整体感觉不便宜，十块出头一顿午晚餐？有人吃出过小虫子，我吃出过小蜗牛。。
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,食堂,食堂价格贵吗，会吃出异物吗,A3,还好，会
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,食堂,食堂价格贵吗，会吃出异物吗,A4,不贵，没有吃出过异物
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,食堂,食堂价格贵吗，会吃出异物吗,A5,正常价格 不会
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,食堂,食堂价格贵吗，会吃出异物吗,A6,价格还好，我没有吃出过异物
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,食堂,食堂价格贵吗，会吃出异物吗,A7,看你在哪个食堂，总体还行吧，我没吃出过异物
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,食堂,食堂价格贵吗，会吃出异物吗,A8,价格一般，没有特别便宜，口味还行
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,食堂,食堂价格贵吗，会吃出异物吗,A9,贵，偶有
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,食堂,食堂价格贵吗，会吃出异物吗,A10,个人感觉一般般，贵不是很贵但不好吃，异物的话参考小初高时候
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,食堂,食堂价格贵吗，会吃出异物吗,A11,价格适中，目前没听说过吃出啥异物
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,食堂,食堂价格贵吗，会吃出异物吗,A12,正常，有吃出过头发虫子
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,热水,洗澡热水供应时间,A1,12:00-22:00
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,热水,洗澡热水供应时间,A2,12点至22点
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,热水,洗澡热水供应时间,A3,24h
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,热水,洗澡热水供应时间,A4,中午十二点到晚上十点
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,热水,洗澡热水供应时间,A5,24h 自有热水器
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,热水,洗澡热水供应时间,A6,全天吧……
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,热水,洗澡热水供应时间,A7,澡堂子12：00-22：30
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,热水,洗澡热水供应时间,A8,12-22
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,热水,洗澡热水供应时间,A9,独立卫浴的不限时（只要你宿舍烧水了），俩大澡堂的话好像是12：00-22：30？
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,热水,洗澡热水供应时间,A10,路南独立卫浴有热水器，热水随时供应
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,热水,洗澡热水供应时间,A11,12:00-22:30
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,电瓶车,校园内可以骑电瓶车吗，电池在哪能充电,A1,可，到处有充电桩
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,电瓶车,校园内可以骑电瓶车吗，电池在哪能充电,A2,可以，不太清楚
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,电瓶车,校园内可以骑电瓶车吗，电池在哪能充电,A3,可以，充电桩
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,电瓶车,校园内可以骑电瓶车吗，电池在哪能充电,A4,可以，宿舍区有充电桩
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,电瓶车,校园内可以骑电瓶车吗，电池在哪能充电,A5,可以 宿舍楼下充电桩
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,电瓶车,校园内可以骑电瓶车吗，电池在哪能充电,A6,可以，但是最近在搞牌照，新生电动车可能不能进
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,电瓶车,校园内可以骑电瓶车吗，电池在哪能充电,A7,可以，宿舍楼下（文汇路）
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,电瓶车,校园内可以骑电瓶车吗，电池在哪能充电,A8,可以，车棚应该有
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,电瓶车,校园内可以骑电瓶车吗，电池在哪能充电,A9,可以，但是会上校内牌照，宿舍楼下和教学楼、图书馆下有充电的地方
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,电瓶车,校园内可以骑电瓶车吗，电池在哪能充电,A10,可以，集中停放处充电
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,电瓶车,校园内可以骑电瓶车吗，电池在哪能充电,A11,可以，有充电桩
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,限电,宿舍限电情况,A1,500w
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,限电,宿舍限电情况,A2,不太清楚
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,限电,宿舍限电情况,A3,不清楚
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,限电,宿舍限电情况,A4,不限，断路器是16A的，违规电器不被发现就行
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,限电,宿舍限电情况,A5,不清楚 没跳过闸 但会查违规电器
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,限电,宿舍限电情况,A6,不清楚，不能使用违规电器
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,限电,宿舍限电情况,A7,500w好像
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,限电,宿舍限电情况,A8,没啥限电的，但据说功率大了会跳闸
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,限电,宿舍限电情况,A9,高功率不行，会跳闸，其他每年500度，用完充钱
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,限电,宿舍限电情况,A10,800？反正基本上学校收违禁品不是看你功率多少，吹风机、小锅、电热水壶、卷发棒、电热毯之类的都会给你收了
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,限电,宿舍限电情况,A11,电费自缴，没有明显限电
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,限电,宿舍限电情况,A12,不限，但是功率太大会跳闸
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,通宵自习,通宵自习有去处吗,A1,有
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,通宵自习,通宵自习有去处吗,A2,有各个校区的长明灯教室
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,通宵自习,通宵自习有去处吗,A3,有，但可能不够
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,通宵自习,通宵自习有去处吗,A4,有 楼下自习室 空间很大
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,通宵自习,通宵自习有去处吗,A5,有，各个校区都有长明灯教室
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,通宵自习,通宵自习有去处吗,A6,有，长明灯教室
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,通宵自习,通宵自习有去处吗,A7,长明灯教室有
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,通宵自习,通宵自习有去处吗,A8,有长明灯教室（扬子津应该在宿舍楼下）但是位置不多，如果期末周很难抢
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,通宵自习,通宵自习有去处吗,A9,有长明灯自习室
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,电脑,大一能带电脑吗,A1,能，查寝藏一下就行
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,电脑,大一能带电脑吗,A2,当然
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,电脑,大一能带电脑吗,A3,可以
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,电脑,大一能带电脑吗,A4,能
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,电脑,大一能带电脑吗,A5,可以，不带很多作业完不成
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,电脑,大一能带电脑吗,A6,可以，而且强烈建议带，英语作业和各种小组作业都需要用电脑，如果是医学生的话人卫题库考试有的只能在电脑端答题
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,卡消费,学校里面用什么卡，饭堂怎样消费,A1,校园卡或扫码支付
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,卡消费,学校里面用什么卡，饭堂怎样消费,A2,支付宝，微信，校园卡
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,卡消费,学校里面用什么卡，饭堂怎样消费,A3,都可以，支付宝微信校园卡和银行卡都可以
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,卡消费,学校里面用什么卡，饭堂怎样消费,A4,一卡通 可以刷卡可以微信支付宝云闪付
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,卡消费,学校里面用什么卡，饭堂怎样消费,A5,校园卡，扫码也行
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,卡消费,学校里面用什么卡，饭堂怎样消费,A6,微信+校园卡，意味着校外大妈也能和你一起吃饭……
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,卡消费,学校里面用什么卡，饭堂怎样消费,A7,校园卡，消费不高但也没有特别便宜
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,卡消费,学校里面用什么卡，饭堂怎样消费,A8,饭卡
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,卡消费,学校里面用什么卡，饭堂怎样消费,A9,除了大澡堂和喝水之外其他地方都支持微信支付宝，当然用学校发的一卡通也行（但是还得充钱，一般人不用）
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,卡消费,学校里面用什么卡，饭堂怎样消费,A10,校园卡，一般直接微信，支付宝支付
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,卡消费,学校里面用什么卡，饭堂怎样消费,A11,校园卡，刷卡或扫码
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,银行卡,学校会给学生发银行卡吗,A1,会，工行+建行
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,银行卡,学校会给学生发银行卡吗,A2,会
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,银行卡,学校会给学生发银行卡吗,A3,建行
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,银行卡,学校会给学生发银行卡吗,A4,会，随着录取通知书寄两张卡，开卡开建行的就行，另外一张想开就开
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,银行卡,学校会给学生发银行卡吗,A5,会，一张建行一张招商
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,超市,学校的超市怎么样,A1,贵，质量一般
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,超市,学校的超市怎么样,A2,贵
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,超市,学校的超市怎么样,A3,有的贵有的便宜，整体还行
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,超市,学校的超市怎么样,A4,价格一般 饮品食品正常价格 生活用品贵
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,超市,学校的超市怎么样,A5,贵，东西种类不多
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,超市,学校的超市怎么样,A6,价格略贵
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,超市,学校的超市怎么样,A7,贵，但是半夜不用出校门就能消费
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,超市,学校的超市怎么样,A8,还行吧，建议网购
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,超市,学校的超市怎么样,A9,还行，路南小超市不算大，但日常用品基本能满足
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,快递,学校的收发快递政策怎么样,A1,菜鸟驿站
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,快递,学校的收发快递政策怎么样,A2,还行，有校区内的菜鸟驿站
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,快递,学校的收发快递政策怎么样,A3,还好
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,快递,学校的收发快递政策怎么样,A4,菜鸟裹裹+顺丰小站点+智能柜
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,快递,学校的收发快递政策怎么样,A5,正常政策
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,快递,学校的收发快递政策怎么样,A6,菜鸟
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,快递,学校的收发快递政策怎么样,A7,正常，和其他一样
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,快递,学校的收发快递政策怎么样,A8,快递站自己找
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,快递,学校的收发快递政策怎么样,A9,菜鸟驿站，和正常小区里的差不多，但是听说扬子津的菜鸟寄件很坑（忘记是西区还是东区的了）
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,快递,学校的收发快递政策怎么样,A10,菜鸟驿站代收
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,共享单车,学校里面的共享单车数目与种类如何,A1,无
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,共享单车,学校里面的共享单车数目与种类如何,A2,学校里好像没有
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,共享单车,学校里面的共享单车数目与种类如何,A3,禁止共享单车
扬州大学,https://cn.colleges.chat/universities/yang-zhou-da-xue/,12,共享单车,学校里面的共享单车数目与种类如何,A4,没有
